,review,review_en
184,本来是准备当七夕礼物的，我还没送就分了，留着也没用，托朋友转送给她了，特地嘱咐朋友不要透露跟我有关，她应该也不知道吧。 光从货来看一般吧，也就是这价钱该有的样子，下面的标签烂了是个败笔，没吃味道不知道，德芙那个淡粉色的包装纸太显旧，建议买家换个颜色好看点。是不是正品不知道，感情好也不会太在乎礼物，没感情送啥也白搭。,"Originally prepared to be a gift for the Tanabata, I have not sent the points, keep it useless, asked her friend forwarded to her, and specifically asked my friend not to disclose with me, she should not know it. Light from the goods in general, that is, the price of the way the following, the following label rotten is a failure, did not eat taste do not know, that light pink wrapping paper is too old, it is recommended that the buyer change the color look better . Is not genuine do not know, good feelings do not care too much about the gift, no feelings to send whatever is also Joker."
185,好吃不贵，好评,"Not expensive, praise"
186,松子粒大整齐，基本上都开口，味道也不错,"Pine neat grains are neat, basically all openings, the taste is not bad"
187,太甜了。而且得放冰箱，因为收到时是化了的。唯一是物流和派件快。,"too sweet. And have a refrigerator, because when it is received. The only thing is fast delivery and delivery."
188,太生了。。。。。。。。。,Too raw . . . . . . . .
189,送的小礼品，很不错。,"Send a small gift, very good."
190,朋友很喜欢，就是味道一般，希望店主能在味道上下点功夫。四星,"Friends like it, that is, the general taste, I hope the owner can taste the point of effort. Four stars"
191,退款啊 朋友,Refund ah friends
192,还不错快递速度不错第三天就到了。 商品挺好看的。送人不错。就是不知道好不好吃。 如果你即要好看又要好吃就买正版300一套,Good courier is not bad on the third day arrived. Good looking goods. Good people. Just do not know if it's delicious or not. If you want to look good and want to buy genuine 300 a set
193,货都没有上门，*钱，这是什么呀？坑死人了,"Goods are not available, * money, what is this? Hang dead"
194,挺不错的，挺好吃的，可以购买,"Very good, very tasty, you can buy"
195,跟图片一样，包装很好，宝宝很喜欢。,"Like the picture, the packaging is very good, the baby likes it."
196,在干嘛？我在你面前你不爱吃的时候你会觉得是,What are you doing? You will think it when I'm in front of you when you do not like to eat
197,挺好的，不错下次还要买，☜☜☜☜☜,"Very good, good to buy next time, ☜☜☜☜☜"
198,"汉 语:我来打酱油。 英 语:it's none of my business .i come to buy some sauce. 德 语:ich bezogen, was ich kam zu einer soja-so?e. 法 语:je lis ce qui, j'en suis arriv une sauce de soja. 荷 兰 语:ik gerelateerd wat, kwam ik tot een sojasaus. 俄 语:я,касающихся того, что я пришел к соевым соусом. 西班牙语:relacionados con lo que yo, me vino a un salsa de soja. 意大利语:i relativi cosa, sono venuto a una salsa di soia. 日 本 语:私関连したどのような、私がして醤油. 希 腊 语:i &sigma;&chi;&epsilon;&tau;&iota;&kappa;? ? &tau;&iota; ? &rho;&theta;&alpha; &sigma;&epsilon; &mu;&iota;&alpha; &sigma;? &lambda;&tau;&sigma;&alpha; &sigma;? &gamma;&iota;&alpha;?.","Chinese: I'll play soy sauce. English: it's none of my business. I come to buy some sauce. German: ich bezogen, was ich kam zu einer soja-so? E. French: je lis ce qui, j'en suis arriv une sauce de soja. Dutch : ik gerelateerd wat, kwam ik tot een sojasaus. Russian: я, касающихся того, что я пришел к соевым соусом. Spanish: relacionados con lo que yo, me vino a un salsa de soja. Italian: i relativi cosa, sono Japanese: Private し た た ど の よ う な, Private が し て 醤 醤. Greek: i sig & chi; & tau; & iota; & kappa;? & tota; & & rho; ?? ?? ?? ?? ?? ?? i ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ?? ???"
199,猫不喜欢。我也不喜欢。实在是有些少。认真的说。佐粮用了,Cats do not like it. I dont like it either. It is somewhat less. Seriously say. Used grain
200,好吃！！！！！！！！！！,good to eat! ! ! ! ! ! ! ! ! !
201,服务五星，手机几星就不好说了，手机没有信号这是啥手机，昨天晚上2499买的，今天就1999我不退能行吗？,"Five-star service, the phone is not easy to say a few stars, the phone is no signal This is what the phone, bought 2499 last night, I will not retreat to 1999 today?"
202,吃了香香的特别好闻,Special smell of aroma
203,好吃。,good to eat.
204,希望发货速度有待提高。,Hope delivery speed needs to be improved.
205,澳洲进口 德运Devondale脱脂纯牛奶 1L*10盒,Devondale Australia imported skim milk 1L * 10 box
206,羊肝居然不爱吃,Sheep liver actually do not like to eat
207,好精致，速度快，价格不怎么美丽，慎重',"So fine, fast, the price is not very beautiful, careful '"
208,一般,general
209,哈哈哈哈哈哈哈哈啊哈哈哈哈哈,Ha ha ha ha ha ha ha ha ah ha ha ha ha ha
210,发货、送货都很快，生产日期也很近，东西不错?,"Delivery, delivery is fast, the production date is very close, something good?"
211,买了两次了，巧克力还是好吃的,"Bought twice, chocolate is delicious"
212,号不准，最好买大一号，弄的我买了俩双，真是的,"Number is not allowed, it is best to buy the big one, get me to buy two pairs, really"
213,狗狗很喜欢，但不知道有没有效果,"Dogs love, but do not know if there is any effect"
214,给妹妹买的，她说很好吃，挺香的。,"To my sister to buy, she said it is delicious, very fragrant."
215,个头比较大，口感也很好，没有坏的,"Bigger, the taste is good, not bad"
216,果子没有特别新鲜 冰箱里放了两天就有一部分坏掉了 口感酸甜 大小倒不错,"There is no special fresh fruit in the refrigerator for two days, there is a part of the broken sour and sweet size is not bad"
217,刚给猫咪换了新粮，吃着还行,"Just changed the new food for cats, eating okay"
218,宝贝收到了，速度还算不慢，性价比挺好的,"Baby received, the speed is not slow, good price"
219,还不错，搞活动的时候买的，算下来不贵，狗粮油分比之前买的要轻一点，颗粒要小一点。,"Not bad, engage in activities to buy, count it down is not expensive, dog food oil than before to buy lighter, smaller particles."
220,味道很一般，口感想棉花,"Taste is very general, taste like cotton"
221,14年生产，16年9-10月到期⋯⋯,"14 years of production, 16 years from September to October due ..."
222,女几点集合色即是空肯德基发,Collection of several female color is empty KFC hair
223,总体还可以，同学也喜欢,"Overall, students also like it"
224,有多种口味可以选择，吃起来都不错。,"There are a variety of flavors to choose from, are good to eat."
225,槟榔正品。没毛病。推荐购买。,Areca genuine. No problem. Recommended to buy.
226,很好吃，而且活动购买很超值,"Very tasty, and great value for money"
227,还行吧，包装还可以,"Okay, the packaging is fine"
228,好吃，，，，,"good to eat,,,,"
229,好,it is good
230,味道纯，送货快,"Taste pure, fast delivery"
231,水果新鲜，，，,"Fresh fruit ,,,"
232,死了，没人理，算了，以后不买就是,"Dead, nobody, forget it, do not buy it later"
233,我家猫猫咪很爱吃？,My cats and cats love to eat?
234,吃的还可以哦。,"Oh, you can eat it"
235,帮人家买的，还不知道呢。,"Help people buy, do not know yet."
236,不错 很好 还会再来的！,Good and good will come again!
237,没原来好吃。。。。,No original delicious. . . .
238,看，摔成这样了,"Look, fall into such a"
239,就当喂狗了 啊啊啊啊啊,"When feeding dogs, ah ah ah ah ah"
240,颜色发红，不是普通酱牛肉的口味，更像是罐头装的口味。,"Color red, not the taste of ordinary sauce beef, more like a canned taste."
241,东西一般，跟美国去买的口感不一样，有点硬,"Things in general, with the United States to buy the taste is not the same, a bit hard"
